溶解氧,水温,pH,电导率,浊度,高锰酸盐指数,氨氮,总氮
6.585159236,29.80625,7.426363636,173.8174291,5.894117647,3.06,0.081,2.12
5.9,29.6,7.4,175.8,6.4,3.17,0.013,2.16
5.669840764,29.18179348,7.358636364,175.8745,6.955882353,3.02,0.106,2.26
5.57,28.7,7.33,175.9,7.3,3.07,0.096,2.25
6.07,28.4,7.37,171.1,6.3,3.12,0.098,2.15
6.84,28.7,7.42,161.6,5.6,2.65,0.095,2.02
6.75,28.7,7.43,160.4,6.3,2.93,0.084,2.04
6.01,28.4,7.37,159.9,6.8,2.69,0.09446875,2.02
5.59,28.2,7.31,161.6,7.8,2.710740741,0.1175,2.16
5.54,27.8,7.29,160.7,8,2.749259259,0.14053125,2.133846154
6.14,28,7.33,162.2,6.5,2.77,0.151,2.08
7.13,28.6,7.42,160.1,5.9,2.46,0.111,2
6.41,28.4,7.44,141.8,11.2,2.72,0.116,2.07
5.67,27.8,7.32,157,10.3,2.97,0.19,2.16
5.53,27.1,7.21,162.5,30.2,3.63,0.442,3.29
5.24,26.1,6.96,135,30.44460425,4.92,0.424874765,4.88
5.07,26.2,6.65,108.5,30.56674657,4.95,0.384,4.04
5.38,26.5,6.71,118.3,30.6,4.5,0.287,3.34
5.37,26.9,6.79,125.5,20.6,4.37,0.275,2.93
5.22,26.9,6.85,132.2,15.2,4.2,0.259,2.72
5.37,26.7,6.94,133.6,12.4,3.73,0.225,2.56
5.47,26.6,7,136,11.6,3.97,0.186975524,2.462620648
6.08,27.1,7.07,138.8,8.9,3.44,0.165,2.366527985
6.31,28.3,7.12,143.2,7,3.22,0.208,2.271763466
6.09,28.5,7.15,149.6,6.4,3.28,0.164,2.178368547
5.29,28.4,7.18,162.1,5.9,2.94,0.135,2.086384681
5.19,28.2,7.19,165.3,6.5,2.42,0.115,1.995853325
5.24,28,7.2,166.9,6.5,1.6,0.143718665,1.906815933
5.97,28.6,7.24,168,5.4,2.02,0.193,1.819313962
5.94,29.5,7.25,171.5,4.8,2.06,0.236,1.733388865
6.12,29.6,7.33,165.5,5,2.75,0.111,1.649082098
5.4,29.3,7.23,159.3,5.2,2.18,0.097,1.566435117
5.14,29.2,7.26,171.1,5.9,3.03,0.097,1.485489376
5.09,28.7,7.23,161.9,6.6,2.03,0.118369874,1.406286331
5.8,29.4,7.21,160.8,5.4,2.9,0.146,1.328867437
6.59,30.6,7.3,166.1,4.6,2.64,0.155,1.253274149
6.29,30.5,7.36,167.4,5.2,2.54,0.103,1.179547922
5.29,29.9,7.3,168.1,5.2,2.43,0.099,1.107730212
4.85,29.6,7.24,172.6,6.4,2.5,0.128,1.037862473
5.22,29.2,7.25,172.5,5.8,2.72,0.111,0.969986161
6.2,29.7,7.29,163.5,5,2.86,0.094,0.904142731
7.32,30.9,7.38,164.3,4.4,2.91,0.095,0.840373638
6.66,30.7,7.45,165.3,5,2.67,0.012,0.778720337
5.58,30.1,7.34,167.9,5.3,2.77,0.015,0.719224284
5.22,29.8,7.27,165,5.8,2.74,0.01,0.661926933
5.45,29.6,7.28,163.8,5.3,2.29,0.047,0.60686974
6.42,30.2,7.33,164.4,4.8,2.77,0.084,0.55409416
7.6,31.2,7.45,164.6,4,2.85,0.014,0.503641649
6.89,31,7.5,165.8,4.8,3.11,0,0.45555366
5.52,30.3,7.35,167.9,5.5,2.95,0.091,0.409871651
4.94,30,7.25,166.8,5.4,3.06,0.093,0.366637075
5.12,29.9,7.24,164.6,5.6,2.25,0.104280992,0.325891387
5.94,30.4,7.28,161.8,4.6,2.91,0.114,0.287676044
7.32,31.1,7.38,157.6,4.2,2.98,0.087,0.252032501
6.93,31.1,7.46,171,4.7,3.34,0.007,0.219002211
5.73,30.5,7.39,174.6,5.2,3.37,0.006,0.188626631
5.15,29.9,7.32,177.6,5.3,3.3,0.011,0.160947216
5.3,29.8,7.31,175.2,5.7,0.16,0.006,0.136005421
5.59,29.6,7.33,172.6,4.5,2.94,0.001,0.113842701
6.27,29.5,7.38,164.1,4.3,2.782682216,0.082,0.094500512
6.15,29.4,7.35,161.9,4.6,2.37696793,0.086616368,0.078020307
5.52,29,7.33,164.9,5,1.822215743,0.089778414,0.064443544
4.86,28.6,7.26,170.1,5.8,1.217784257,0.091732276,0.053811676
4.98,28.5,7.24,174.4,5,0.66303207,0.092724092,0.04616616
5.98,29,7.31,174.9,4.3,0.257317784,0.093,0.041548449
7.26,29.8,7.43,173.4,3.7,0.1,0.014,0.04
6.92,29.8,7.49,179.7,4.2,0.13,0.015,0.040293285
6.02,29.4,7.42,178.2,4.4,0.17,0.016,0.041168136
5.22,28.9,7.33,176.3,5.1,0.04,0.011,0.042617049
5.28,28.7,7.28,168,4.8,0.07,0.0705,0.044632521
5.84,29.5,7.31,172.1,4.3,0.1,0.13,0.047207047
6.85,30.7,7.38,179.9,3.8,0.05,0.111,0.050333123
6.73,30.8,7.44,180.2,4.1,0.11,0.111,0.054003245
5.93,30.4,7.42,184.7,4.5,0.18,0.111,0.058209909
4.97,29.7,7.34,185,4.7,0,0.111,0.062945611
5.12,29.4,7.31,183.5,4.5,0,0.111,0.068202847
6.02,30.3,7.37,180.5,4,0.13,0.111,0.073974112
7.34,31.3,7.47,181.5,3.6,0.08,0.111,0.080251904
7.03,31.3,7.55,183.8,3.9,0.09,0.111,0.087028716
6.19,30.9,7.47,188.6,4.5,0.11,0.111,0.094297046
4.95,30.1,7.37,195.9,4.6,0.02,0.111,0.10204939
5.09,29.7,7.33,196.6,4.5,0.15,0.111,0.110278243
6.08,30.6,7.38,189.4,4,0.08,0.111,0.118976101
7.98,29.7,7.64,165.3,0.5,0.13,0.111,0.12813546
8.06,29.1,7.37,159.8,0.5,0,0.111,0.137748816
8.09,28.7,7.35,168.6,0.6,0.01,0.111,0.147808666
8.19,27.9,7.32,180.2,0.7,0.06,0.111,0.158307504
8.21,28.2,7.27,191.7,0.7,0,0.111,0.169237826
8,30.1,7.1,203.8,0.7,0.07,0.111,0.18059213
7.92,30.8,6.84,151.9,0.8,0,0.111,0.19236291
7.87,30.7,6.26,5.9,0.8,0.01,0.111,0.204542663
7.95,30.1,6.15,2.9,0.8,0.068928571,0.111,0.217123884
8.01,29.2,6.24,2.9,0.8,0.12,0.111,0.23009907
8.07,28.8,6.31,3,0.8,0.11,0.111,0.243460716
7.93,30.2,6.28,2.8,0.8,0.08,0.111,0.257201318
7.87,30.5,6.28,2.8,0.7,0.14,0.111,0.271313372
7.87,30.2,6.41,2.8,0.7,0.11,0.111,0.285789375
8.02,29,6.51,2.9,0.7,0.13,0.111,0.300621821
8.05,28.8,6.57,3,0.7,7.67,0.111,0.315803207
8.06,28.6,6.65,3,0.7,0.15,0.111,0.331326029
8.059997337,28.60039444,6.668836846,3.009575078,0.700241518,0.150642937,0.111001578,0.347182783
8.059988093,28.60156916,6.687427441,3.038356958,0.700965521,0.152557732,0.111006277,0.363365964
8.059970383,28.60351127,6.705773308,3.08643061,0.702171184,0.155723364,0.111014045,0.379868069
8.059942323,28.60620786,6.723875969,3.153881004,0.703857682,0.16011881,0.111024831,0.396681593
8.059902027,28.60964604,6.741736947,3.240793109,0.706024189,0.165723047,0.111038584,0.413799033
8.059847612,28.61381292,6.759357763,3.347251895,0.708669879,0.172515053,0.111055252,0.431212884
8.059777193,28.61869559,6.77673994,3.473342333,0.711793928,0.180473806,0.111074782,0.448915642
8.059688885,28.62428115,6.793885001,3.619149391,0.715395509,0.189578283,0.111097125,0.466899803
8.059580804,28.63055672,6.810794468,3.784758039,0.719473798,0.199807461,0.111122227,0.485157864
8.059451066,28.6375094,6.827469862,3.970253247,0.724027968,0.211140318,0.111150038,0.503682319
8.059297786,28.64512628,6.843912707,4.175719986,0.729057195,0.223555832,0.111180505,0.522465665
8.059119079,28.65339447,6.860124524,4.401243224,0.734560653,0.23703298,0.111213578,0.541500398
8.058913061,28.66230107,6.876106837,4.646907931,0.740537517,0.25155074,0.111249204,0.560779014
8.058677847,28.67183318,6.891861167,4.912799078,0.746986961,0.267088089,0.111287333,0.580294008
8.058411554,28.68197792,6.907389036,5.199001633,0.753908159,0.283624004,0.111327912,0.600037877
8.058112295,28.69272237,6.922691967,5.505600567,0.761300287,0.301137464,0.111370889,0.620003116
8.057778188,28.70405365,6.937771483,5.83268085,0.769162519,0.319607446,0.111416215,0.640182222
8.057407347,28.71595885,6.952629105,6.18032745,0.777494028,0.339012928,0.111463835,0.66056769
8.056997888,28.72842508,6.967266356,6.548625339,0.786293991,0.359332886,0.1115137,0.681152016
8.056547926,28.74143945,6.981684758,6.937659485,0.795561582,0.380546299,0.111565758,0.701927697
8.056055577,28.75498905,6.995885834,7.347514858,0.805295974,0.402632144,0.111619956,0.722887227
8.055518957,28.76906098,7.009871106,7.778276428,0.815496344,0.425569399,0.111676244,0.744023103
8.05493618,28.78364236,7.023642096,8.230029165,0.826161864,0.44933704,0.111734569,0.765327822
8.054305363,28.79872027,7.037200326,8.702858039,0.83729171,0.473914047,0.111794881,0.786793878
8.05362462,28.81428184,7.050547319,9.196848019,0.848885057,0.499279395,0.111857127,0.808413768
8.052892068,28.83031415,7.063684597,9.712084075,0.860941078,0.525412063,0.111921257,0.830179987
8.052105822,28.84680431,7.076613683,10.24865118,0.873458949,0.552291029,0.111987217,0.852085032
8.051263996,28.86373943,7.089336098,10.80663429,0.886437844,0.579895269,0.112054958,0.874121398
8.050364708,28.8811066,7.101853366,11.3861184,0.899876937,0.608203762,0.112124426,0.896281582
8.049406072,28.89889294,7.114167008,11.98718845,0.913775404,0.637195485,0.112195572,0.918558079
8.048386204,28.91708553,7.126278546,12.60992944,0.928132418,0.666849415,0.112268342,0.940943385
8.047303219,28.93567149,7.138189504,13.25442631,0.942947155,0.69714453,0.112342686,0.963429997
8.046155233,28.95463792,7.149901403,13.92076405,0.958218788,0.728059808,0.112418552,0.986010409
8.044940361,28.97397192,7.161415766,14.60902763,0.973946493,0.759574225,0.112495888,1.008677118
8.043656719,28.99366059,7.172734115,15.31930201,0.990129444,0.791666761,0.112574642,1.031422621
8.042302422,29.01369104,7.183857972,16.05167216,1.006766815,0.824316391,0.112654764,1.054239412
8.040875586,29.03405036,7.194788859,16.80622305,1.023857782,0.857502094,0.112736201,1.077119988
8.039374326,29.05472567,7.2055283,17.58303966,1.041401518,0.891202848,0.112818903,1.100056844
8.037796758,29.07570407,7.216077816,18.38220695,1.059397198,0.925397629,0.112902816,1.123042477
8.036140997,29.09697265,7.226438929,19.2038099,1.077843997,0.960065416,0.112987891,1.146069382
8.034405159,29.11851852,7.236613163,20.04793346,1.09674109,0.995185185,0.113074074,1.169130056
8.032587359,29.14032878,7.246602039,20.91466262,1.11608765,1.030735915,0.113161315,1.192216994
8.030685713,29.16239054,7.256407079,21.80408234,1.135882853,1.066696583,0.113249562,1.215322692
8.028698336,29.1846909,7.266029806,22.71627759,1.156125873,1.103046166,0.113338764,1.238439647
8.026623343,29.20721696,7.275471742,23.65133334,1.176815884,1.139763642,0.113428868,1.261560353
8.024458851,29.22995582,7.28473441,24.60933456,1.197952062,1.176827989,0.113519823,1.284677308
8.022202974,29.25289459,7.293819331,25.59036623,1.21953358,1.214218184,0.113611578,1.307783006
8.019853829,29.27602037,7.302728029,26.5945133,1.241559614,1.251913205,0.113704081,1.330869944
8.01740953,29.29932026,7.311462025,27.62186075,1.264029337,1.289892029,0.113797281,1.353930618
8.014868193,29.32278137,7.320022842,28.67249356,1.286941925,1.328133633,0.113891125,1.376957523
8.012227934,29.3463908,7.328412002,29.74649668,1.310296552,1.366616996,0.113985563,1.399943156
8.009486869,29.37013564,7.336631028,30.84395509,1.334092393,1.405321095,0.114080543,1.422880012
8.006643111,29.39400301,7.344681441,31.96495376,1.358328621,1.444224907,0.114176012,1.445760588
8.003694778,29.41798001,7.352564764,33.10957766,1.383004412,1.48330741,0.11427192,1.468577379
8.000639985,29.44205373,7.36028252,34.27791176,1.408118941,1.522547581,0.114368215,1.491322882
7.997476846,29.46621129,7.36783623,35.47004103,1.433671381,1.561924399,0.114464845,1.513989591
7.994203478,29.49043978,7.375227418,36.68605044,1.459660908,1.60141684,0.114561759,1.536570003
7.990817997,29.51472631,7.382457604,37.92602495,1.486086695,1.641003882,0.114658905,1.559056615
7.987318516,29.53905798,7.389528313,39.19004954,1.512947918,1.680664502,0.114756232,1.581441921
7.983703153,29.56342189,7.396441065,40.47820918,1.540243751,1.720377679,0.114853688,1.603718418
7.979970023,29.58780515,7.403197384,41.79058883,1.567973369,1.760122389,0.114951221,1.625878602
7.97611724,29.61219485,7.409798791,43.12727347,1.596135946,1.799877611,0.115048779,1.647914968
7.972142921,29.63657811,7.416246809,44.48834807,1.624730656,1.839622321,0.115146312,1.669820013
7.968045181,29.66094202,7.422542961,45.8738976,1.653756675,1.879335498,0.115243768,1.691586232
7.963822136,29.68527369,7.428688768,47.28400702,1.683213177,1.918996118,0.115341095,1.713206122
7.959471901,29.70956022,7.434685752,48.7187613,1.713099336,1.95858316,0.115438241,1.734672178
7.954992591,29.73378871,7.440535437,50.17824542,1.743414327,1.998075601,0.115535155,1.755976897
7.950382322,29.75794627,7.446239345,51.66254435,1.774157325,2.037452419,0.115631785,1.777112773
7.94563921,29.78201999,7.451798997,53.17174305,1.805327503,2.07669259,0.11572808,1.798072303
7.940761369,29.80599699,7.457215917,54.7059265,1.836924038,2.115775093,0.115823988,1.818847984
7.935746917,29.82986436,7.462491626,56.26517966,1.868946103,2.154678905,0.115919457,1.83943231
7.930593967,29.8536092,7.467627647,57.8495875,1.901392872,2.193383004,0.116014437,1.859817778
7.925300635,29.87721863,7.472625502,59.459235,1.934263521,2.231866367,0.116108875,1.879996884
7.919865038,29.90067974,7.477486713,61.09420712,1.967557224,2.270107971,0.116202719,1.899962123
7.91428529,29.92397963,7.482212804,62.75458884,2.001273155,2.308086795,0.116295919,1.919705992
7.908559507,29.94710541,7.486805295,64.44046512,2.035410489,2.345781816,0.116388422,1.939220986
7.902685804,29.97004418,7.491265709,66.15192093,2.069968401,2.383172011,0.116480177,1.958499602
7.896662298,29.99278304,7.49559557,67.88904125,2.104946065,2.420236358,0.116571132,1.977534335
7.890487102,30.0153091,7.499796398,69.65191103,2.140342656,2.456953834,0.116661236,1.996317681
7.884158334,30.03760946,7.503869717,71.44061526,2.176157348,2.493303417,0.116750438,2.014842136
7.877674108,30.05967122,7.507817048,73.2552389,2.212389317,2.529264085,0.116838685,2.033100197
7.87103254,30.08148148,7.511639915,75.09586693,2.249037735,2.564814815,0.116925926,2.051084358
7.864231746,30.10302735,7.515339838,76.9625843,2.286101778,2.599934584,0.117012109,2.068787116
7.85726984,30.12429593,7.518918342,78.85547599,2.323580622,2.634602371,0.117097184,2.086200967
7.850144939,30.14527433,7.522376947,80.77462698,2.361473439,2.668797152,0.117181097,2.103318407
7.842855157,30.16594964,7.525717177,82.72012223,2.399779405,2.702497906,0.117263799,2.120131931
7.835398611,30.18630896,7.528940553,84.6920467,2.438497694,2.735683609,0.117345236,2.136634036
7.827773416,30.20633941,7.532048598,86.69048538,2.477627481,2.768333239,0.117425358,2.152817217
7.819977687,30.22602808,7.535042834,88.71552323,2.51716794,2.800425775,0.117504112,2.168673971
7.81200954,30.24536208,7.537924784,90.76724521,2.557118246,2.831940192,0.117581448,2.184196793
7.80386709,30.26432851,7.540695969,92.84573631,2.597477574,2.86285547,0.117657314,2.199378179
7.795548453,30.28291447,7.543357913,94.95108148,2.638245098,2.893150585,0.117731658,2.214210625
7.787051745,30.30110706,7.545912138,97.08336571,2.679419992,2.922804515,0.117804428,2.228686628
7.77837508,30.3188934,7.548360165,99.24267395,2.721001432,2.951796238,0.117875574,2.242798682
7.769516575,30.33626057,7.550703517,101.4290912,2.762988591,2.980104731,0.117945042,2.256539284
7.760474344,30.35319569,7.552943717,103.6427024,2.805380645,3.007708971,0.118012783,2.26990093
7.751246504,30.36968585,7.555082286,105.8835925,2.848176767,3.034587937,0.118078743,2.282876116
7.741831169,30.38571816,7.557120748,108.1518465,2.891376133,3.060720605,0.118142873,2.295457337
7.732226456,30.40127973,7.559060624,110.4475494,2.934977917,3.086085953,0.118205119,2.30763709
7.722430479,30.41635764,7.560903436,112.7707861,2.978981294,3.11066296,0.118265431,2.31940787
7.712441355,30.43093902,7.562650708,115.1216416,3.023385438,3.134430601,0.118323756,2.330762174
7.702257199,30.44501095,7.564303961,117.5002009,3.068189523,3.157367856,0.118380044,2.341692496
7.691876125,30.45856055,7.565864718,119.906549,3.113392725,3.179453701,0.118434242,2.352191334
7.681296251,30.47157492,7.567334501,122.3407707,3.158994217,3.200667114,0.1184863,2.362251184
7.67051569,30.48404115,7.568714832,124.8029512,3.204993175,3.220987072,0.118536165,2.37186454
7.65953256,30.49594635,7.570007234,127.2931753,3.251388773,3.240392554,0.118583785,2.381023899
7.648344975,30.50727763,7.571213229,129.811528,3.298180185,3.258862536,0.118629111,2.389721757
7.63695105,30.51802208,7.572334339,132.3580943,3.345366587,3.276375996,0.118672088,2.39795061
7.625348901,30.52816682,7.573372086,134.9329592,3.392947152,3.292911911,0.118712667,2.405702954
7.613536645,30.53769893,7.574327994,137.5362076,3.440921055,3.30844926,0.118750796,2.412971284
7.601512395,30.54660553,7.575203584,140.1679246,3.489287471,3.32296702,0.118786422,2.419748096
7.589274268,30.55487372,7.576000378,142.828195,3.538045574,3.336444168,0.118819495,2.426025888
7.57682038,30.5624906,7.576719899,145.5171038,3.58719454,3.348859682,0.118849962,2.431797153
7.564148844,30.56944328,7.57736367,148.2347361,3.636733541,3.360192539,0.118877773,2.437054389
7.551257779,30.57571885,7.577933212,150.9811767,3.686661754,3.370421717,0.118902875,2.441790091
7.538145297,30.58130441,7.578430048,153.7565107,3.736978352,3.379526194,0.118925218,2.445996755
7.524809516,30.58618708,7.578855699,156.560823,3.787682511,3.387484947,0.118944748,2.449666877
7.511248551,30.59035396,7.57921169,159.3941986,3.838773404,3.394276953,0.118961416,2.452792953
7.497460516,30.59379214,7.579499541,162.2567225,3.890250206,3.39988119,0.118975169,2.455367479
7.483443529,30.59648873,7.579720775,165.1484796,3.942112093,3.404276636,0.118985955,2.457382951
7.469195703,30.59843084,7.579876915,168.0695549,3.994358237,3.407442268,0.118993723,2.458831864
7.454715155,30.59960556,7.579969482,171.0200334,4.046987815,3.409357063,0.118998422,2.459706715
7.44,30.6,7.58,174,4.1,3.41,0.119,2.46
6.56,30.3,7.52,181.2,4.2,2.61,0.017,2.25
5.58,29.5,7.44,178.6,4.5,2.48,0.015,2.22
5.72,29.3,7.37,182,4.5,2.1,0.083,2.26
6.61,30.2,7.43,189.2,3.5,2.19,0.08,2.33
7.88,31.4,7.57,187.5,3.1,1.95,0,2.2
7.52,31.3,7.64,178.6,3.5,2.13,0.005,2.1
6.52,30.9,7.54,176.8,3.9,1.94,0.008,2.08
5.49,30.1,7.45,179.4,4.1,1.97,0.017,2.12
5.42,29.8,7.36,181.1,4.2,1.8,0.015,2.12
6.51,30.4,7.41,180.2,3.4,0,0,2.12
7.34,30.7,7.52,178.8,3.2,3.59,0.01,2.1
6.88,30.6,7.53,177.1,3.1,2.05,0.019,2.09
5.94,30,7.44,174.5,3.5,1.77,0.001,2.12
5.66,29.1,7.41,181.4,5.3,1.77,0.089,2.22
5.92,28.1,7.38,165.5,11.4,3.38,0.179,2.51
5.8,28.4,7.33,174,10,3.62,0.232,2.63
5.61,29.2,7.27,184.2,12.4,4.78,0.238,2.75
5.41,29.2,7.21,205.6,8.8,4.72,0.256,2.89
5.08,28.8,7.26,200.3,6.8,0.19,0.184,2.5
4.83,28.2,7.28,190.3,6,0.1,0.155,2.05
4.92,27.7,7.27,183.7,6.1,0.08,0.15,1.88
5.68,28.4,7.27,176.9,4.7,0.04,0.198,1.96
7.09,29.8,7.34,175.9,5.2,0,0.183,1.99
5.91,29.4,7.34,170.4,4.7,0.19,0.118,2.08
5.1,28.7,7.21,151.4,4.7,0.1,0.112,1.91
4.94,28.1,7.15,143.4,4.8,0.09,0.126,1.73
5.24,27.6,7.14,140.7,4.4,0.49,0.118,1.67
6.1,28.3,7.19,142.6,3.5,0.48,0.099,1.62
7.1,29.7,7.26,152.2,3,0.09,0.008,1.67
6.76,30,7.36,166.1,3.3,4.45,0.004,1.84
5.81,29.6,7.36,181.1,3.3,2.62,0.009,2.02
4.6,28.8,7.27,187.1,3.5,1.77,0.012,2.17
4.88,28.4,7.24,185.2,3.5,1.65,0,2.12
6.16,29.4,7.33,183.2,3,1.61,0,2.04
7.47,30.6,7.44,184,2.6,2.54,0.009,1.94
7.14,30.6,7.53,186.5,2.8,1.8,0.001,1.94
6.15,30.1,7.49,187.1,3.1,1.54,0.001,2.01
4.99,29.3,7.37,198.5,3.3,2.78,0.005,2.16
4.98,28.9,7.32,197.1,3.3,2.09,0.011,2.13
6.1,29.8,7.35,184,2.8,1.48,0.007,2.02
7.09,30.7,7.44,179.5,2.4,1.37,0,1.91
6.7,30.6,7.48,179.2,2.8,2.3,0.011,1.89
6.06,30.1,7.43,179.1,2.9,1.37,0.015,1.87
5.03,29.2,7.33,172.5,3.4,2.02,0.018,1.86
5.26,28.6,7.27,177.7,3.3,2.3,0.008,1.91
6.44,29.5,7.34,170.1,2.7,2.21,0.003,1.82
7.35,30.6,7.44,172.3,2.7,1.44,0.011,1.82
7.04,30.6,7.49,171,2.8,1.67,0.009,1.84
6.16,30.2,7.42,164.7,2.9,1.605185185,0.005933678,1.83211025
5.23,29.4,7.3,168.3,3.3,1.484814815,0.00257795,1.815331611
5.25,28.8,7.28,167.3,3.3,1.42,0.001,1.8
6.44,29.6,7.33,167.7,2.9,1.54,0.017,1.79
7.35,30.7,7.45,166.4,2.4,1.590807821,0.016992035,1.769893924
6.97,30.6,7.52,167.8,2.6,1.637999881,0.016964067,1.738289635
6.33,30.3,7.47,170.1,3.1,1.681592748,0.016909984,1.697096811
5.26,29.6,7.34,169.1,3.5,1.721602986,0.016823678,1.648225131
5.03,28.9,7.26,171.3,3.5,1.758047162,0.016699038,1.593584272
6.16,29.8,7.33,174.1,2.6,1.790941841,0.016529953,1.535083912
7.28,30.8,7.46,168.8,2.3,1.82030359,0.016310314,1.47463373
7.22,30.7,7.58,158.1,2.9,1.846148975,0.01603401,1.414143403
6.4,30.3,7.48,150.5,3,1.868494561,0.01569493,1.355522608
5.22,29.6,7.34,146.4,3.2,1.887356914,0.015286965,1.300681025
5,29,7.26,150.9,3.1,1.902752601,0.014804004,1.25152833
6.18,29.7,7.33,149.3,2.5,1.914698187,0.014239938,1.209974203
7.12,30.5,7.43,146.5,2.3,1.923210238,0.013588655,1.17792832
6.66,30.3,7.46,146.4,2.6,1.928305321,0.012844046,1.15730036
6.02,30,7.42,145.7,2.8,1.93,0.012,1.15
5.27,29.5,7.31,142.3,3.3,1.66,0,1.16
4.87,28.8,7.22,141.9,3.3,1.44,0.017,1.16
4.909486411,28.45701119,7.204870984,139.0097711,3.298863301,1.466034985,0.017,1.150029155
5.025430893,28.15378539,7.192921719,132.5479247,3.29485046,1.533177843,0.017,1.124314869
5.214061321,27.89506254,7.183841585,123.9783343,3.287057359,1.624985423,0.017,1.089154519
5.471605571,27.68558262,7.177319964,114.7648731,3.27457988,1.725014577,0.017,1.050845481
5.794291518,27.53008558,7.173046239,106.3714148,3.256513906,1.816822157,0.017,1.015685131
6.178347035,27.43331139,7.17070979,100.2618326,3.231955318,1.883965015,0.017,0.989970845
6.62,27.4,7.17,97.9,3.2,1.91,0.017,0.98
7.61,27.9,7.24,98.2,2.8,1.68,0.017,1.05
7.16,27.9,7.28,97.2,3.1,1.45,0,0.98
8.43,27.5,7.26,89.9,0.3,1.74,0.014,0.99
8.41,27.3,7.03,71.9,0.4,1.48,0,1
8.4,27.4,7.09,73.4,0.6,1.38,0.012,0.98
8.53,26.9,7.19,92.3,0.3,1.59,0.011,1.02
8.4,27.3,6.9,74.3,0.6,1.63,0.004,1.04
8.29,28.1,6.96,75.2,0.6,1.57,0.012,1
8.36,27.5,7,78.8,0.6,1.53,0.018,1.03
8.36,28,7.01,83.5,0.6,1.49,0.013,1.09
8.35,28,7.04,88.3,0.6,1.81,0.002,1.14
8.365,27.8,6.975212766,67.28020629,0.6,1.862319588,0.056,1.248556202
8.38,27.6,6.83,32.1,0.6,1.88,0.11,1.41
8.29,28.4,6.55,3.6,0.6,1.83,0.095,1.64
8.31,28.4,6.53,3.5,0.6,2.84,0.017,1.55
8.29,28.4,6.57,3,0.6,2.11,0.081,1.52
8.31,28.3,6.65,3,0.6,2.08,0.016,1.49
7.421324503,28.175,6.887267206,64.97163899,1.423584906,2.227777778,0.017,1.510269784
6.42,28.1,7.13,135.4,2.4,2.502222222,0.018,1.56
6.28,28.2,7.22,146,2.6,2.65,0.01,1.69
6.08,28.2,7.29,162,2.9,2.37,0.002,1.61
5.26,27.8,7.25,166.5,3.1,2.75,0.016,1.74
5.59,27.5,7.27,144.3,3.4,2.31,0.003,1.6
6.87,27.2,7.21,111.2,3,1.71,0.002,1.32
7.82,28.3,7.24,112.8,2.6,3.07,0.018,1.39
7.02,28.2,7.26,114.1,2.8,1.92,0,1.37
6.18,27.7,7.17,114.8,3.1,1.8,0.009,1.38
5.84,27.6,7.16,112.7,3.5,2.04,0.007,1.34
5.9,27.4,7.15,110.8,3.7,1.84,0.012,1.29
6.4,27.1,7.16,108.4,2.8,1.7,0.01,1.23
6.64,27.6,7.17,112.5,2.6,1.98,0.006,1.42
6.04,27.5,7.15,110.5,2.5,1.89,0.016,1.4
6,27.6,7.14,108.8,2.8,2.49,0.006,1.36
5.2,27.5,7.09,110.5,2.9,1.82,0.005,1.36
4.66,27,7.07,110.3,3.2,1.98,0.012,1.37
6,26.5,7.06,113.4,4.7,2.3,0.119,1.55
6.81,26,7.35,146.7,33.2,4.81,0.329,3.37
6.79,25.1,7.13,134.7,32.3,6.72,0.293,3.9
6.56,25,6.97,133.3,21.4,6.75,0.425,3.68
6.3,25,6.91,141.9,15.5,6.97,0.397,3.58
6.08,25,6.92,151.2,12.1,6.07,0.447,3.52
6.08,25.1,6.96,157.4,9.3,5.77,0.454,3.37
6.08,25.4,7.01,169.1,7.6,5.83,0.436,3.24
6.19,25.4,7.09,168.8,6.3,5.14,0.418,3.03
5.79,25.3,7.15,173.7,5.9,5.17,0.615,3.01
5.86,25.1,7.16,171.3,5.8,4.78,0.516,2.86
5.95,25,7.15,168.1,5.5,4.87,0.387,2.66
6.21,25.4,7.17,173.7,4.3,4.67,0.265,2.58
6.92,26.1,7.24,179.7,3.7,4.67,0.17,2.49
6.54,26.2,7.26,184.2,3.6,4.45,0.167,2.42
5.67,26,7.21,184.2,3.3,4.2,0.254,2.44
5.14,25.7,7.2,186.4,3.7,4.18,0.267,2.51
5.15,25.6,7.2,182.2,3.8,3.68,0.219,2.37
5.88,26,7.24,182.4,3.1,3.57,0.194,2.36
6.58,26.6,7.3,182.8,3.1,3.62,0.188,2.32
6.54,26.9,7.33,184.3,3,3.37,0.171,2.34
6.1,26.9,7.33,184.9,3.4,3.38,0.147,2.36
5.4,26.4,7.28,185,3.7,3.25,0.135,2.33
5.24,26.1,7.24,183.8,3.7,3.15,0.134,2.26
5.99,26.6,7.29,177.9,3.6,3.16,0.135,2.2
6.8,27.7,7.34,174.5,2.9,2.99,0.122,2.09
6.72,28.2,7.42,185.6,4,3.05,0.097,2.16
6.09,28.2,7.39,183.7,2.9,3.05,0.092,2.02
5.13,27.6,7.3,179.2,3.3,3.07,0.089,1.96
5.26,27.3,7.27,175.5,3.5,2.83,0.091,1.9
5.99,27.8,7.29,165.8,2.8,2.79,0.097,1.83
6.59,28.8,7.35,170.2,2.9,2.88,0.001,1.9
6.61,29.1,7.45,190.6,2.7,2.92,0.003,2.2
